"AREA","INDICADOR","REGIAO","COD_IBGE","MICROREGIAO","2019"
"Educação","TX_INEP_IDEB_EM_MUN","Santa Catarina",4218301,"Três Barras",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Santa Catarina",4218350,"Treviso",5
"Educação","TX_INEP_IDEB_EM_MUN","Santa Catarina",4218400,"Treze de Maio",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Santa Catarina",4218509,"Treze Tílias",4
"Educação","TX_INEP_IDEB_EM_MUN","Santa Catarina",4218707,"Tubarão",2.8
"Educação","TX_INEP_IDEB_EM_MUN","Santa Catarina",4218756,"Tunápolis",5.2
"Educação","TX_INEP_IDEB_EM_MUN","Santa Catarina",4218905,"Urubici",3.4
"Educação","TX_INEP_IDEB_EM_MUN","Santa Catarina",4219002,"Urussanga",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Santa Catarina",4219101,"Vargeão",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Santa Catarina",4219200,"Vidal Ramos",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Santa Catarina",4219309,"Videira",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Santa Catarina",4219408,"Witmarsum",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Santa Catarina",4219507,"Xanxerê",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Santa Catarina",4219705,"Xaxim",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4300059,"Água Santa",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4300208,"Ajuricaba",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4300307,"Alecrim",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4300406,"Alegrete",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4300455,"Alegria",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4300505,"Alpestre",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4300554,"Alto Alegre",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4300570,"Alto Feliz",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4300604,"Alvorada",3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4300703,"Anta Gorda",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4300802,"Antônio Prado",5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4300901,"Aratiba",5.1
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4301008,"Arroio do Meio",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4301206,"Arroio do Tigre",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4301404,"Arvorezinha",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4301503,"Augusto Pestana",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4301552,"Áurea",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4301701,"Barão de Cotegipe",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4301800,"Barracão",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4301909,"Barra do Ribeiro",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4301925,"Barra do Rio Azul",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4301958,"Barra Funda",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4302006,"Barros Cassal",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4302105,"Bento Gonçalves",4.9
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4302204,"Boa Vista do Buricá",5.1
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4302220,"Boa Vista do Cadeado",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4302238,"Boa Vista do Incra",4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4302352,"Bom Princípio",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4302378,"Bom Progresso",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4302451,"Boqueirão do Leão",4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4302808,"Caçapava do Sul",3.1
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4302907,"Cacequi",3.4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4303004,"Cachoeira do Sul",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4303103,"Cachoeirinha",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4303202,"Cacique Doble",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4303301,"Caibaté",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4303400,"Caiçara",5.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4303509,"Camaquã",4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4303558,"Camargo",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4303707,"Campina das Missões",5.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4303806,"Campinas do Sul",5.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4303905,"Campo Bom",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4304101,"Campos Borges",4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4304200,"Candelária",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4304358,"Candiota",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4304408,"Canela",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4304507,"Canguçu",3.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4304606,"Canoas",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4304622,"Capão Bonito do Sul",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4304630,"Capão da Canoa",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4304663,"Capão do Leão",2.7
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4304689,"Capela de Santana",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4304697,"Capitão",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4304705,"Carazinho",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4304713,"Caraá",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4304804,"Carlos Barbosa",4.9
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4304952,"Caseiros",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4305009,"Catuípe",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4305108,"Caxias do Sul",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4305116,"Centenário",5.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4305124,"Cerrito",3.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4305132,"Cerro Branco",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4305157,"Cerro Grande",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4305173,"Cerro Grande do Sul",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4305207,"Cerro Largo",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4305355,"Charqueadas",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4305371,"Charrua",2.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4305405,"Chiapetta",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4305454,"Cidreira",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4305504,"Ciríaco",4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4305603,"Colorado",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4305702,"Condor",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4305871,"Coronel Barros",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4305900,"Coronel Bicaco",3.4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4305934,"Coronel Pilar",5.1
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4306007,"Crissiumal",4.9
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4306072,"Cristal do Sul",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4306106,"Cruz Alta",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4306130,"Cruzaltense",5.7
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4306205,"Cruzeiro do Sul",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4306304,"David Canabarro",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4306320,"Derrubadas",4.9
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4306353,"Dezesseis de Novembro",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4306379,"Dilermando de Aguiar",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4306403,"Dois Irmãos",3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4306429,"Dois Irmãos das Missões",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4306502,"Dom Feliciano",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4306551,"Dom Pedro de Alcântara",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4306601,"Dom Pedrito",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4306734,"Doutor Maurício Cardoso",4.9
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4306759,"Doutor Ricardo",4.9
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4306767,"Eldorado do Sul",3.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4306809,"Encantado",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4306908,"Encruzilhada do Sul",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4306924,"Engenho Velho",2.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4306957,"Entre Rios do Sul",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4306973,"Erebango",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4307005,"Erechim",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4307054,"Ernestina",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4307401,"Esmeralda",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4307500,"Espumoso",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4307609,"Estância Velha",4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4307708,"Esteio",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4307807,"Estrela",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4307815,"Estrela Velha",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4307864,"Fagundes Varela",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4307906,"Farroupilha",5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4308003,"Faxinal do Soturno",5.1
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4308052,"Faxinalzinho",4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4308078,"Fazenda Vilanova",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4308201,"Flores da Cunha",4.9
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4308300,"Fontoura Xavier",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4308508,"Frederico Westphalen",5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4308607,"Garibaldi",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4308706,"Gaurama",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4309050,"Glorinha",3.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4309100,"Gramado",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4309126,"Gramado dos Loureiros",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4309159,"Gramado Xavier",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4309209,"Gravataí",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4309258,"Guabiju",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4309308,"Guaíba",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4309407,"Guaporé",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4309506,"Guarani das Missões",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4309555,"Harmonia",5.4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4309571,"Herveiras",4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4309704,"Humaitá",5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4309753,"Ibarama",5.1
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4309803,"Ibiaçá",5.1
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4309902,"Ibiraiaras",4.9
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4309951,"Ibirapuitã",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4310009,"Ibirubá",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4310108,"Igrejinha",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4310207,"Ijuí",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4310363,"Imigrante",5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4310405,"Independência",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4310413,"Inhacorá",2.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4310439,"Ipê",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4310462,"Ipiranga do Sul",4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4310538,"Itaara",4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4310579,"Itapuca",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4310603,"Itaqui",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4310652,"Itati",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4310702,"Itatiba do Sul",4.9
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4310850,"Jaboticaba",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4310900,"Jacutinga",4.9
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4311007,"Jaguarão",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4311106,"Jaguari",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4311130,"Jari",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4311155,"Jóia",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4311205,"Júlio de Castilhos",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4311239,"Lagoa Bonita do Sul",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4311254,"Lagoão",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4311304,"Lagoa Vermelha",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4311403,"Lajeado",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4311502,"Lavras do Sul",3.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4311601,"Liberato Salzano",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4311718,"Maçambará",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4311734,"Mampituba",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4311775,"Maquiné",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4311791,"Maratá",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4311809,"Marau",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4311908,"Marcelino Ramos",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4311981,"Mariana Pimentel",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4312005,"Mariano Moro",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4312054,"Marques de Souza",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4312104,"Mata",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4312138,"Mato Castelhano",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4312153,"Mato Leitão",5.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4312179,"Mato Queimado",5.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4312203,"Maximiliano de Almeida",5.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4312252,"Minas do Leão",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4312351,"Montauri",5.7
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4312377,"Monte Alegre dos Campos",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4312385,"Monte Belo do Sul",5.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4312401,"Montenegro",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4312443,"Morrinhos do Sul",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4312450,"Morro Redondo",4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4312476,"Morro Reuter",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4312500,"Mostardas",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4312617,"Muitos Capões",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4312708,"Nonoai",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4312757,"Nova Alvorada",4.9
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4312807,"Nova Araçá",5.1
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4312906,"Nova Bassano",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4312955,"Nova Boa Vista",5.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4313003,"Nova Bréscia",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4313011,"Nova Candelária",5.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4313037,"Nova Esperança do Sul",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4313060,"Nova Hartz",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4313102,"Nova Palma",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4313201,"Nova Petrópolis",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4313300,"Nova Prata",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4313334,"Nova Ramada",4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4313359,"Nova Roma do Sul",5.1
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4313375,"Nova Santa Rita",2.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4313409,"Novo Hamburgo",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4313425,"Novo Machado",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4313466,"Novo Xingu",5.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4313490,"Novo Barreiro",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4313607,"Paim Filho",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4313706,"Palmeira das Missões",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4313904,"Panambi",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4314001,"Paraí",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4314035,"Pareci Novo",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4314050,"Parobé",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4314068,"Passa Sete",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4314076,"Passo do Sobrado",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4314100,"Passo Fundo",4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4314134,"Paulo Bento",5.1
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4314159,"Paverama",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4314308,"Pejuçara",4.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4314407,"Pelotas",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4314423,"Picada Café",5.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4314464,"Pinhal da Serra",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4314472,"Pinhal Grande",4.1
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4314498,"Pinheirinho do Vale",4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4314548,"Pinto Bandeira",5.4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4314555,"Pirapó",4.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4314605,"Piratini",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4314704,"Planalto",3.9
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4314753,"Poço das Antas",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4314787,"Ponte Preta",3.4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4314803,"Portão",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4314902,"Porto Alegre",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4315008,"Porto Lucena",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4315073,"Porto Vera Cruz",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4315107,"Porto Xavier",4.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4315149,"Presidente Lucena",5.3
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4315172,"Protásio Alves",5.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4315305,"Quaraí",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4315321,"Quevedos",3.4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4315354,"Quinze de Novembro",3.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4315404,"Redentora",2.4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4315453,"Relvado",5.6
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4315552,"Rio dos Índios",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4315602,"Rio Grande",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4315701,"Rio Pardo",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4315750,"Riozinho",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4315800,"Roca Sales",3.4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4315909,"Rodeio Bonito",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4315958,"Rolador",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4316006,"Rolante",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4316105,"Ronda Alta",3.5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4316204,"Rondinha",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4316303,"Roque Gonzales",3.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4316402,"Rosário do Sul",3.1
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4316436,"Saldanha Marinho",3.7
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4316451,"Salto do Jacuí",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4316477,"Salvador das Missões",5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4316501,"Salvador do Sul",4.7
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4316733,"Santa Cecília do Sul",5
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4316758,"Santa Clara do Sul",4.8
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4316808,"Santa Cruz do Sul",4.4
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4316907,"Santa Maria",3.1
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4316956,"Santa Maria do Herval",4.2
"Educação","TX_INEP_IDEB_EM_MUN","Rio Grande do Sul",4317004,"Santana da Boa Vista",3.7
